Название,Продолжительность,movies_duration
"Суини-Тодд, демон-парикмахер с Флит-стрит","Sweeney Todd: The Demon Barber of Fleet Street, 116 мин",116
Лена и львенок,"Lena and Snowball, 91 мин",91
Тёмный мир 3D,101 мин,101
Женщина из Пятого округа,"La femme du Vème, 84 мин",84
"Может быть, когда-нибудь…",13 мин,13
Университет монстров,"Monsters University, 104 мин",104
Железный рыцарь,"Ironclad, 121 мин",121
Ледяная история,90 мин,90
Морковка,"Porgand!, 7 мин",7
Идентификация,"Identity, 90 мин",90
Большие проблемы,"Un uccello molto serio, 14 мин",14
Исходный код,"Source Code, 93 мин",93
Как украсть небоскреб,"Tower Heist, 104 мин",104
Оттенки,"Shades of Blue, 43 мин",43
Призрачный патруль,"R.I.P.D., 96 мин",96
Лес воронов,"Le jour des corneilles, 96 мин",96
Нирвана,93 мин,93
Час пик,"Rush Hour, 98 мин",98
Звёздный путь 3: В поисках Спока,"Star Trek III: The Search for Spock, 105 мин",105
Эвтаназия,11 мин,11
Лига монстров,"Rumble, 95 мин",95
"Отдыхай, Скуби-Ду!","Chill Out, Scooby-Doo!, 72 мин",72
Земля кочевников,"Nomadland, 110 мин",110
Молоко,"Skins, 45 мин",45
Икра,51 мин,51
Банда котиков,"Don Gato: El Inicio de la Pandilla, 89 мин",89
Веном,"Venom, 112 мин",112
Ван Хельсинг,"Van Helsing, 131 мин",131
Ангелы и Демоны,"Angels & Demons, 133 мин",133
Заложница,"Taken, 90 мин",90
Без ума от любви,"Mozart and the Whale, 94 мин",94
Голоса,"The Voices, 103 мин",103
Пила: начало,"Alive, 91 мин",91
Вавилон,"Babylon, 189 мин",189
Хозяева,"We Own the Night, 112 мин",112
Хан Соло: Звёздные войны. Истории,"Solo: A Star Wars Story, 135 мин",135
Елизавета,"Elizabeth, 124 мин",124
В пути,"Zai yuan fang, 45 мин",45
Любовники,"The Affair, 60 мин",60
Чего хотят женщины,"What Women Want, 127 мин",127
Сквозь снег,"Snowpiercer, 60 мин",60
Ученик чародея,"The Sorcerer's Apprentice, 111 мин",111
Отголоски преступления,"Ecos de un crimen, 84 мин",84
Патриот,24 мин,24
Большая игра,"Molly's Game, 140 мин",140
В джазе только девушки,"Some Like It Hot, 119 мин",119
Вероника не придет,99 мин,99
Во власти стихии,"Adrift, 96 мин",96
Каратэ-пацан,"The Karate Kid, 140 мин",140
Дело №39,"Case 39, 109 мин",109
Пересчет,"Recount, 111 мин",111
Женщины,"The Women, 114 мин",114
Блокадный дневник,118 мин,118
Рики и Флэш,"Ricki and the Flash, 101 мин",101
Последний замок,"The Last Castle, 131 мин",131
Жестокий романс,137 мин,137
Наваждение,"Unforgettable, 100 мин",100
Семь жизней,"Seven Pounds, 118 мин",118
Робин Гуд,"Robin Hood, 140 мин",140
Хроники Нарнии: Принц Каспиан,"The Chronicles of Narnia: Prince Caspian, 150 мин",150
Час пик 3,"Rush Hour 3, 91 мин",91
Реальная любовь,"Love Actually, 129 мин",129
Я буду рядом,93 мин,93
Грекзит,"Adults in the Room, 124 мин",124
Король Лев,"The Lion King, 118 мин",118
Амбивалентность,117 мин,117
Исчезнувшая империя,105 мин,105
Дело,"Only the Brave, 134 мин",134
Бёрдмэн,"Birdman or (The Unexpected Virtue of Ignorance), 119 мин",119
Пиноккио,"Pinokio, 60 мин",60
Отмотать назад,"Rewind, 12 мин",12
Бамблби,"Bumblebee, 114 мин",114
Горянки,40 мин,40
"Точка, точка, запятая",84 мин,84
Фагот,61 мин,61
Достигаев и другие,101 мин,101
Планеты,"Kingdom of the Planet of the Apes, 145 мин",145
Люди Икс,"X-Men, 105 мин",105
"Да, возможно","Definitely, Maybe, 112 мин",112
Джек Ричер,"Reacher, 50 мин",50
Дракула,"Bram Stoker's Dracula, 128 мин",128
Тебя никогда здесь не было,"You Were Never Really Here, 89 мин",89
Вдовы,"Widows, 129 мин",129
Небеременная,"Unpregnant, 103 мин",103
За работу,"Monsters at Work, 22 мин",22
Полтергейст,"Poltergeist, 93 мин",93
Ложь во спасение,"The Good Lie, 110 мин",110
Школа волшебства,"La Befana vien di notte: Le origini, 116 мин",116
Живой,98 мин,98
Околофутбола,100 мин,100
Битва за Севастополь,118 мин,118
Голодные Z,"Les affamés, 104 мин",104
После свадьбы,"After the Wedding, 112 мин",112
Вне/себя,"Self/less, 112 мин",112
Черная орхидея,"The Black Dahlia, 121 мин",121
Принцесса и нищий,416 мин,416
Простая история,"The Straight Story, 112 мин",112
Триптих,130 мин,130
Между миром и мной,"Dünyayla Benim Aramda, 60 мин",60
Беспредел,102 мин,102
Древо желания,107 мин,107
Детство лидера,"The Childhood of a Leader, 115 мин",115
Кукла,"The Boy, 98 мин",98
Ночной портье,"The Night Clerk, 90 мин",90
Хэллоуин: Воскрешение,"Halloween: Resurrection, 90 мин",90
Маппеты,"The Muppets, 103 мин",103
"Чего ждать, когда ждешь ребенка","What to Expect When You're Expecting, 110 мин",110
Желанные девушки,45 мин,45
Пила 3,"Saw III, 108 мин",108
Инопланетянин,"E.T. the Extra-Terrestrial, 115 мин",115
Тартюф,100 мин,100
Дрис Ван Нотен,"Dries, 90 мин",90
Последняя любовь на земле,"Perfect Sense, 88 мин",88
Анаконда,"Anaconda, 89 мин",89
Девушка и Гранд,94 мин,94
Кто я,"Who Am I - Kein System ist sicher, 102 мин",102
Бывшая с того света,"Blithe Spirit, 99 мин",99
Небесные акулы,"Sky Sharks, 102 мин",102
Прирожденные убийцы,"Natural Born Killers, 119 мин",119
Милый друг,"Bel Ami, 98 мин",98
Оверлорд,"Overlord, 110 мин",110
Семь психопатов,"Seven Psychopaths, 110 мин",110
На секретной службе Ее Величества,"On Her Majesty's Secret Service, 140 мин",140
Хватай и беги,"Freaks of Nature, 92 мин",92
Убийство первой степени,"Murder in the First, 122 мин",122
Затворник,90 мин,90
Отдать концы,101 мин,101
Проклятие ведьмы снов,"Curse of the Dream Witch, 85 мин",85
Элвис,"Elvis, 159 мин",159
Кидалы в игре,55 мин,55
Затерянный город Z,"The Lost City of Z, 141 мин",141
Сдвиг,"Slip, 81 мин",81
Дыши ради нас,"Breathe, 118 мин",118
Шинель,75 мин,75
Черная дыра,"Pitch Black, 108 мин",108
Брат во всём,80 мин,80
Прости,"Scusa ma ti chiamo amore, 104 мин",104
Сюрприз,"De surprise, 97 мин",97
Деревенская история,45 мин,45
Хронос,98 мин,98
Хищники,"Predators, 107 мин",107
Игры шпионов,"The Courier, 112 мин",112
Махнемся телами,"Le sens de la famille, 92 мин",92
Моя большая греческая свадьба 2,"My Big Fat Greek Wedding 2, 94 мин",94
Смертельное оружие 3,"Lethal Weapon 3, 118 мин",118
Дыра,"Il buco, 93 мин",93
Люди Икс 2,"X2, 134 мин",134
Новая жизнь,"Yeni Hayat, 120 мин",120
Ультрафиолет,"Ultraviolet, 88 мин",88
Хамелеон,"Le placard, 84 мин",84
Колетт,"Colette, 111 мин",111
Выпуск 9,51 мин,51
Континуум,"Continuum, 44 мин",44
Босиком по городу,"Barefoot, 90 мин",90
Гномы в деле,"Die Heinzels - Rückkehr der Heinzelmännchen, 78 мин",78
Дела давно минувших дней...,99 мин,99
Закат,"Dragged Across Concrete, 158 мин",158
Шугалей,90 мин,90
Мистер Пип,"Mr. Pip, 133 мин",133
Нас других не будет,80 мин,80
Осенний марафон,89 мин,89
Трио в перьях,"Überflieger 2 - Das Geheimnis des großen Juwels, 84 мин",84
Копы в юбках,"The Heat, 117 мин",117
Дэдвуд,"Deadwood, 53 мин",53
СамоИрония судьбы,69 мин,69
Сын Дьявола,"The Child Remains, 107 мин",107
Планета обезьян,"Dawn of the Planet of the Apes, 130 мин",130
Мама,"Mama, 100 мин",100
Дочь моего босса,"My Boss's Daughter, 86 мин",86
По-собачьи,"Downward Dog, 21 мин",21
Зося,68 мин,68
Сладкий ноябрь,"Sweet November, 119 мин",119
Смерть супермена,"Hollywoodland, 126 мин",126
Частное пионерское,80 мин,80
Эверест,"Everest, 121 мин",121
История рыцаря,"A Knight's Tale, 132 мин",132
Геракл,"Hercules, 98 мин",98
Почему мы креативны?,"Why Are We Creative: The Centipede's Dilemma, 84 мин",84
Заложники Марса,"Settlers, 103 мин",103
Мадагаскар,"Madagascar, 86 мин",86
Альфа,25 мин,25
Путь домой,"A Dog's Way Home, 96 мин",96
"Не беспокойся, дорогая","Don't Worry, Darling, 123 мин",123
Дитя демона,"Bayi Ajaib, 99 мин",99
Рейд 2,"Serbuan maut 2: Berandal, 150 мин",150
Первый учитель,102 мин,102
Вкус жизни,"No Reservations, 100 мин",100
Гадкий я,"Despicable Me 4, 94 мин",94
Встречи для секса,15 мин,15
Хэллоуин: 20 лет спустя,"Halloween H20: 20 Years Later, 86 мин",86
В погоне за счастьем,"The Pursuit of Happyness, 117 мин",117
Как приручить дракона 2,"How to Train Your Dragon 2, 105 мин",105
Пипец,"Kick-Ass, 117 мин",117
